index,id,kind,phase,strength,owner,internal_spec_line,file
244,def.DirSeq,formal-definition,project-system,required,project.deterministic-ordering,4202,Compiler/Project/DeterministicOrder.uv
245,DirSeq-Read-Err,formal-rule,project-system,required,project.deterministic-ordering,4216,Compiler/Project/DeterministicOrder.uv
246,DirSeq-Rel-Fail,formal-rule,project-system,required,project.deterministic-ordering,4234,Compiler/Project/DeterministicOrder.uv
247,def.SourceRootDirectories,formal-definition,project-system,required,project.source-roots,4254,Compiler/Project/ModuleDiscovery.uv
248,WF-Source-Root,formal-rule,project-system,required,project.source-roots,4270,Compiler/Project/ModuleDiscovery.uv
249,WF-Source-Root-Err,formal-rule,project-system,required,project.source-roots,4288,Compiler/Project/ModuleDiscovery.uv
250,Module-Dir,formal-rule,project-system,required,project.module-discovery,4306,Compiler/Project/ModuleDiscovery.uv
251,def.ModuleDirectoryFiles,formal-definition,project-system,required,project.module-discovery,4324,Compiler/Project/ModuleDiscovery.uv
252,def.CompilationUnits,formal-definition,project-system,required,project.module-discovery,4338,Compiler/Project/ModuleDiscovery.uv
253,CompilationUnit-Rel-Fail,formal-rule,project-system,required,project.module-discovery,4352,Compiler/Project/ModuleDiscovery.uv
254,refs.ModuleDiscoverySection,semantic-requirement,project-system,required,project.module-discovery,4370,Compiler/Project/ModuleDiscovery.uv
255,Modules-Ok,formal-rule,project-system,required,project.module-discovery,4384,Compiler/Project/ModuleDiscovery.uv
256,Modules-Err,formal-rule,project-system,required,project.module-discovery,4402,Compiler/Project/ModuleDiscovery.uv
257,def.AssemblySourceRoots,formal-definition,project-system,required,project.assembly-ownership,4420,Compiler/Project/AssemblyGraph.uv
258,def.OwnerRoot,formal-definition,project-system,required,project.assembly-ownership,4435,Compiler/Project/AssemblyGraph.uv
259,def.OwnedModules,formal-definition,project-system,required,project.assembly-ownership,4449,Compiler/Project/AssemblyGraph.uv
260,OwnAssemblies-Ok,formal-rule,project-system,required,project.assembly-ownership,4463,Compiler/Project/AssemblyGraph.uv
261,WF-Assembly-Root-Owner-Ambiguous,formal-rule,project-system,required,project.assembly-ownership,4481,Compiler/Project/AssemblyGraph.uv
262,def.AssemblyProject,formal-definition,output-linking,required,project.assembly-graph,4501,Compiler/Project/AssemblyGraph.uv
263,def.ModulePaths,formal-definition,output-linking,required,project.assembly-graph,4515,Compiler/Project/AssemblyGraph.uv
264,def.AsmImportGraph,formal-definition,output-linking,required,project.assembly-graph,4529,Compiler/Project/AssemblyGraph.uv
265,def.GraphAccessors,formal-definition,output-linking,required,project.assembly-graph,4545,Compiler/Project/AssemblyGraph.uv
266,def.GraphPathReach,formal-definition,output-linking,required,project.assembly-graph,4560,Compiler/Project/AssemblyGraph.uv
267,def.NoLibraryInterior,formal-definition,output-linking,required,project.assembly-graph,4575,Compiler/Project/AssemblyGraph.uv
268,def.LibraryBoundaryCycle,formal-definition,output-linking,required,project.assembly-graph,4589,Compiler/Project/AssemblyGraph.uv
269,def.ImportsExecutable,formal-definition,output-linking,required,project.assembly-graph,4603,Compiler/Project/AssemblyGraph.uv
270,def.HostedLibraryImportsLinkedLibrary,formal-definition,output-linking,required,project.assembly-graph,4617,Compiler/Project/AssemblyGraph.uv
271,Assembly-Graph-Ok,formal-rule,output-linking,required,project.assembly-graph,4631,Compiler/Project/AssemblyGraph.uv
272,Assembly-Graph-Err,formal-rule,output-linking,required,project.assembly-graph,4649,Compiler/Project/AssemblyGraph.uv
273,Assembly-Graph-HostedImport-Err,formal-rule,output-linking,required,project.assembly-graph,4667,Compiler/Project/AssemblyGraph.uv
274,def.EmitAssemblies,formal-definition,output-linking,required,project.output-artifacts,4685,Compiler/Project/OutputArtifacts.uv
275,def.ImportedLibraries,formal-definition,output-linking,required,project.output-artifacts,4699,Compiler/Project/OutputArtifacts.uv
276,def.LibraryPred,formal-definition,output-linking,required,project.output-artifacts,4714,Compiler/Project/OutputArtifacts.uv
277,def.LibraryReady,formal-definition,output-linking,required,project.output-artifacts,4728,Compiler/Project/OutputArtifacts.uv
278,def.LibraryTopo,formal-definition,output-linking,required,project.output-artifacts,4742,Compiler/Project/OutputArtifacts.uv
279,def.ReadyLexLeast,formal-definition,output-linking,required,project.output-artifacts,4756,Compiler/Project/OutputArtifacts.uv
280,EmitModuleList-Ok,formal-rule,output-linking,required,project.output-artifacts,4770,Compiler/Project/OutputArtifacts.uv
281,def.RequiredOutputs,formal-definition,output-linking,required,project.output-artifacts,4788,Compiler/Project/OutputArtifacts.uv
282,def.IRSet,formal-definition,output-linking,required,project.output-artifacts,4802,Compiler/Project/OutputArtifacts.uv
283,def.PrimaryArtifactSet,formal-definition,output-linking,required,project.output-artifacts,4818,Compiler/Project/OutputArtifacts.uv
284,def.ImportLibSet,formal-definition,output-linking,required,project.output-artifacts,4834,Compiler/Project/OutputArtifacts.uv
285,def.OutputRoot,formal-definition,output-linking,required,project.output-artifacts,4850,Compiler/Project/OutputArtifacts.uv
286,def.OutputHygiene,formal-definition,output-linking,required,project.output-artifacts,4867,Compiler/Project/OutputArtifacts.uv
287,def.OutputPathsRoot,formal-definition,output-linking,required,project.output-artifacts,4882,Compiler/Project/OutputArtifacts.uv
288,def.OutputPathsDirectories,formal-definition,output-linking,required,project.output-artifacts,4898,Compiler/Project/OutputArtifacts.uv
289,def.ProjectOutputBinding,formal-definition,output-linking,required,project.output-artifacts,4915,Compiler/Project/OutputArtifacts.uv
290,def.PathToPrefix,formal-definition,output-linking,required,project.output-artifacts,4929,Compiler/Project/OutputArtifacts.uv
291,def.BMap,formal-definition,output-linking,required,project.output-artifacts,4944,Compiler/Project/OutputArtifacts.uv
292,def.ModulePathMangle,formal-definition,output-linking,required,project.output-artifacts,4960,Compiler/Project/OutputArtifacts.uv
293,def.ObjectPath,formal-definition,output-linking,required,project.output-artifacts,4975,Compiler/Project/OutputArtifacts.uv
294,def.FinalArtifactLibraryName,formal-definition,output-linking,required,project.output-artifacts,4989,Compiler/Project/OutputArtifacts.uv
295,def.FinalArtifactNames,formal-definition,output-linking,required,project.output-artifacts,5004,Compiler/Project/OutputArtifacts.uv
296,def.ModuleEmissionPathContext,formal-definition,output-linking,required,project.output-artifacts,5021,Compiler/Project/OutputArtifacts.uv
297,def.ModuleEmissionOrder,formal-definition,output-linking,required,project.output-artifacts,5037,Compiler/Project/OutputArtifacts.uv
298,def.Utf8LexLess,formal-definition,output-linking,required,project.output-artifacts,5052,Compiler/Project/OutputArtifacts.uv
299,ModuleList-Ok,formal-rule,output-linking,required,project.output-artifacts,5066,Compiler/Project/OutputArtifacts.uv
300,def.ArtifactPathContext,formal-definition,output-linking,required,project.output-artifacts,5084,Compiler/Project/OutputArtifacts.uv
301,def.EmitIRExtension,formal-definition,output-linking,required,project.output-artifacts,5100,Compiler/Project/OutputArtifacts.uv
302,def.ObjPath,formal-definition,output-linking,required,project.output-artifacts,5116,Compiler/Project/OutputArtifacts.uv
303,def.IRPath,formal-definition,output-linking,required,project.output-artifacts,5130,Compiler/Project/OutputArtifacts.uv
304,def.ExePath,formal-definition,output-linking,required,project.output-artifacts,5144,Compiler/Project/OutputArtifacts.uv
305,def.SharedLibPath,formal-definition,output-linking,required,project.output-artifacts,5160,Compiler/Project/OutputArtifacts.uv
306,def.StaticLibPath,formal-definition,output-linking,required,project.output-artifacts,5176,Compiler/Project/OutputArtifacts.uv
307,def.ImportLibPath,formal-definition,output-linking,required,project.output-artifacts,5192,Compiler/Project/OutputArtifacts.uv
308,def.PrimaryArtifact,formal-definition,output-linking,required,project.output-artifacts,5208,Compiler/Project/OutputArtifacts.uv
309,def.ArtifactOutputDirectoryUse,formal-definition,output-linking,required,project.output-artifacts,5226,Compiler/Project/OutputArtifacts.uv
310,def.ObjPaths,formal-definition,output-linking,required,project.output-artifacts,5241,Compiler/Project/OutputArtifacts.uv
311,def.IRPaths,formal-definition,output-linking,required,project.output-artifacts,5255,Compiler/Project/OutputArtifacts.uv
312,def.LibraryArtifactInputs,formal-definition,output-linking,required,project.output-artifacts,5269,Compiler/Project/OutputArtifacts.uv
313,def.EmitModuleIndex,formal-definition,output-linking,required,project.output-artifacts,5283,Compiler/Project/OutputArtifacts.uv
314,def.Pad4,formal-definition,output-linking,required,project.output-artifacts,5299,Compiler/Project/OutputArtifacts.uv
315,def.SymbolName,formal-definition,output-linking,required,project.output-artifacts,5313,Compiler/Project/OutputArtifacts.uv
316,def.Trunc8,formal-definition,output-linking,required,project.output-artifacts,5329,Compiler/Project/OutputArtifacts.uv
317,def.LLVMTargetConstants,formal-definition,output-linking,required,backend.llvm-target,5343,Compiler/Backend/InstructionLowering/TargetMachine.uv
318,def.IsRootModule,formal-definition,output-linking,required,backend.llvm-target,5359,Compiler/Backend/InstructionLowering/TargetMachine.uv
319,def.WithEntry,formal-definition,output-linking,required,backend.llvm-target,5373,Compiler/Backend/InstructionLowering/TargetMachine.uv
320,CodegenObj-LLVM,formal-rule,output-linking,required,backend.llvm-codegen,5389,Compiler/Backend/BackendPipeline.uv
321,CodegenIR-LLVM,formal-rule,output-linking,required,backend.llvm-codegen,5407,Compiler/Backend/BackendPipeline.uv
322,def.WriteFileOk,formal-definition,output-linking,required,project.output-pipeline,5425,Compiler/Backend/BackendPipeline.uv
323,def.Overwrites,formal-definition,output-linking,required,project.output-pipeline,5440,Compiler/Backend/BackendPipeline.uv
324,def.EnsureDir,formal-definition,output-linking,required,project.output-pipeline,5454,Compiler/Backend/BackendPipeline.uv
325,def.PathKindChecks,formal-definition,output-linking,required,project.output-pipeline,5469,Compiler/Backend/BackendPipeline.uv
326,Emit-Objects-Empty,formal-rule,output-linking,required,project.output-pipeline,5486,Compiler/Backend/BackendPipeline.uv
327,Emit-Objects-Cons,formal-rule,output-linking,required,project.output-pipeline,5503,Compiler/Backend/BackendPipeline.uv
328,Emit-IR-None,formal-rule,output-linking,required,project.output-pipeline,5523,Compiler/Backend/BackendPipeline.uv
329,Emit-IR-Cons-LL,formal-rule,output-linking,required,project.output-pipeline,5541,Compiler/Backend/BackendPipeline.uv
330,Emit-IR-Cons-BC,formal-rule,output-linking,required,project.output-pipeline,5559,Compiler/Backend/BackendPipeline.uv
331,def.EmitIRFailLL,formal-definition,output-linking,required,project.output-pipeline,5577,Compiler/Backend/BackendPipeline.uv
332,def.EmitIRFailBC,formal-definition,output-linking,required,project.output-pipeline,5591,Compiler/Backend/BackendPipeline.uv
333,Emit-IR-Err,formal-rule,output-linking,required,project.output-pipeline,5609,Compiler/Backend/BackendPipeline.uv
334,def.LinkJudg,formal-definition,output-linking,required,project.linker,5627,Compiler/Backend/Link/LinkPlan.uv
335,def.RuntimeLibName,formal-definition,output-linking,required,project.linker,5641,Compiler/Backend/Link/LinkPlan.uv
336,def.CompilerExecutableDir,formal-definition,output-linking,required,project.linker,5655,Compiler/Backend/Link/LinkPlan.uv
337,def.CompilerSidecarLayoutPredicates,formal-definition,output-linking,required,project.linker,5669,Compiler/Backend/Link/LinkPlan.uv
338,def.CompilerSupportRoot,formal-definition,output-linking,required,project.linker,5684,Compiler/Backend/Link/LinkPlan.uv
339,def.CompilerRuntimeLibPath,formal-definition,output-linking,required,project.linker,5701,Compiler/Backend/Link/LinkPlan.uv
340,def.RuntimeLibPath,formal-definition,output-linking,required,project.linker,5716,Compiler/Backend/Link/LinkPlan.uv
341,ResolveRuntimeLib-Ok,formal-rule,output-linking,required,project.linker,5732,Compiler/Backend/Link/LinkPlan.uv
342,ResolveRuntimeLib-Err,formal-rule,output-linking,required,project.linker,5750,Compiler/Backend/Link/LinkPlan.uv
343,Build-LibrariesSeq-Empty,formal-rule,output-linking,required,project.linker,5768,Compiler/Backend/Link/LinkPlan.uv
344,Build-LibrariesSeq-Cons,formal-rule,output-linking,required,project.linker,5785,Compiler/Backend/Link/LinkPlan.uv
345,Build-Libraries-Ok,formal-rule,output-linking,required,project.linker,5803,Compiler/Backend/Link/LinkPlan.uv
346,def.LinkerSymbols,formal-definition,output-linking,required,project.linker,5821,Compiler/Backend/Link/LinkPlan.uv
347,def.LinkObjs,formal-definition,output-linking,required,project.linker,5837,Compiler/Backend/Link/LinkPlan.uv
348,def.LinkMode,formal-definition,output-linking,required,project.linker,5851,Compiler/Backend/Link/LinkPlan.uv
349,def.LinkOutputPath,formal-definition,output-linking,required,project.linker,5868,Compiler/Backend/Link/LinkPlan.uv
350,def.LinkImportLibOpt,formal-definition,output-linking,required,project.linker,5885,Compiler/Backend/Link/LinkPlan.uv
351,def.LinkInputs,formal-definition,output-linking,required,project.linker,5901,Compiler/Backend/Link/LinkPlan.uv
352,def.ArchiveInputs,formal-definition,output-linking,required,project.linker,5915,Compiler/Backend/Link/LinkPlan.uv
353,def.LinkFlags,formal-definition,output-linking,required,project.linker,5929,Compiler/Backend/Link/LinkPlan.uv
354,def.ArchiveFlags,formal-definition,output-linking,required,project.linker,5943,Compiler/Backend/Link/LinkPlan.uv
